rt,responses,questionId,trial_type,trial_index,time_elapsed,internal_node_id,subjectId,group,view_history,stimulus,button_pressed,id,type,shape,phrase,condition
28442,NA,break,html-button-response,6,78071,0.0-6.0,73yucnjz17,no training,,"<p style='text-align:center'>Now, let's see how <b>you</b> use <i>wug</i>!</p> <p style='text-align:center'> You will see two animations but only one of them is visible, the other hidden.  Your task is to decide whether the sentence you will see describes the visible animation or the hidden animation. You should choose the hidden scenario if you consider the visible one inappropriate given the sentence you will see. </p>",0,,,,,
11337,NA,,html-button-delay-response,7,89410,0.0-7.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.1,testing,The green circle,does not wug.,AB
7049,NA,,html-button-delay-response,8,96963,0.0-8.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.4,testing,The green circle,wugs.,notAB
5643,NA,,html-button-delay-response,9,103109,0.0-9.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug3b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.3,testing,The green circle,does not wug.,notAB
5775,NA,,html-button-delay-response,10,109387,0.0-10.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug2'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.2,testing,The green circle,wugs.,AB
5514,NA,,html-button-delay-response,11,115405,0.0-11.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot2a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.9,testing,The green circle,wugs.,notAnotB
4034,NA,,html-button-delay-response,12,119942,0.0-12.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot2'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.5,testing,The green circle,wugs.,AnotB
3413,NA,,html-button-delay-response,13,123857,0.0-13.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot3a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.10,testing,The green circle,does not wug.,notAnotB
3831,NA,,html-button-delay-response,14,128190,0.0-14.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.11,testing,The green circle,wugs.,notAnotB
9338,NA,,html-button-delay-response,15,138031,0.0-15.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot4'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.8,testing,The green circle,does not wug.,AnotB
6244,NA,,html-button-delay-response,16,144777,0.0-16.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.12,testing,The green circle,does not wug.,notAnotB
5247,NA,,html-button-delay-response,17,150527,0.0-17.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.7,testing,The green circle,wugs.,AnotB
4177,NA,,html-button-delay-response,18,155207,0.0-18.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot3'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.6,testing,The green circle,does not wug.,AnotB
7655,NA,,html-button-delay-response,19,163366,0.0-19.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='dot2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.18,testing,None of the green circles,wugs.,none_true_existential
16080,NA,,html-button-delay-response,20,179948,0.0-20.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1a'></div><div class='dot2a'></div><div class='dot3b'></div><div class='dot4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.19,testing,None of the green circles,wugs.,none_true_no_projection
4595,NA,,html-button-delay-response,21,185046,0.0-21.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3b'></div><div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.13,testing,Every green circle,wugs.,all_true_universal
3889,NA,,html-button-delay-response,22,189437,0.0-22.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='dot3b'></div><div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.17,testing,Every green circle,wugs.,all_true_existential
5927,NA,,html-button-delay-response,23,195867,0.0-23.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.16,testing,None of the green circles,wugs.,none_false
4021,NA,,html-button-delay-response,24,200392,0.0-24.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1a'></div><div class='wug2a'></div><div class='wug3a'></div><div class='wug4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.15,testing,None of the green circles,wugs.,none_true_universal
8123,NA,,html-button-delay-response,25,209019,0.0-25.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot7'></div><div class='dot8'></div><div class='dot5'></div><div class='dot6'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.20,testing,Every green circles,wugs.,all_true_no_projection
4658,NA,,html-button-delay-response,26,214180,0.0-26.0,73yucnjz17,no training,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1b'></div><div class='wug2b'></div><div class='wug3a'></div><div class='wug4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.14,testing,Every green circle,wugs.,all_false
20115,none,demo.1,survey-dropdown,27,234803,0.0-27.0,73yucnjz17,no training,,,,,,,,
20115,none,demo.2,survey-dropdown,27,234803,0.0-27.0,73yucnjz17,no training,,,,,,,,
20115,female,demo.3,survey-dropdown,27,234803,0.0-27.0,73yucnjz17,no training,,,,,,,,
20115,12-24,demo.4,survey-dropdown,27,234803,0.0-27.0,73yucnjz17,no training,,,,,,,,
3332,5e666b001b2aa73e18ca36cb,ProlificID,survey-text,0,3333,0.0-0.0,47klk0jbxl,control,,,,,,,,
11759,NA,instructions,instructions,1,15093,0.0-1.0,47klk0jbxl,control,"[{""page_index"":0,""viewing_time"":11758}]",,,,,,,
22286,NA,,html-button-delay-response,2,37382,0.0-2.0,47klk0jbxl,control,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot4'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.8,testing,The green circle,does not move from red upward.,notAB
8192,NA,,html-button-delay-response,3,46077,0.0-3.0,47klk0jbxl,control,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot3a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.14,testing,The green circle,moves from red upward.,notAnotB
6625,NA,,html-button-delay-response,4,53204,0.0-4.0,47klk0jbxl,control,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot4a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.16,testing,The green circle,does not move from red upward.,notAnotB
7834,NA,,html-button-delay-response,5,61540,0.0-5.0,47klk0jbxl,control,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug4'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.4,testing,The green circle,does not move from red upward.,AB
4514,NA,,html-button-delay-response,6,66556,0.0-6.0,47klk0jbxl,control,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot3'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.7,testing,The green circle,moves from red upward.,notAB
8714,NA,,html-button-delay-response,7,75773,0.0-7.0,47klk0jbxl,control,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.15,testing,The green circle,does not move from red upward.,notAnotB
4697,NA,,html-button-delay-response,8,80972,0.0-8.0,47klk0jbxl,control,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot1'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.5,testing,The green circle,moves from red upward.,notAB
4866,NA,,html-button-delay-response,9,86341,0.0-9.0,47klk0jbxl,control,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.9,testing,The green circle,moves from red upward.,AnotB
3657,NA,,html-button-delay-response,10,90500,0.0-10.0,47klk0jbxl,control,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug1'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.1,testing,The green circle,moves from red upward.,AB
3043,NA,,html-button-delay-response,11,94044,0.0-11.0,47klk0jbxl,control,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug3'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.3,testing,The green circle,moves from red upward.,AB
3826,NA,,html-button-delay-response,12,98373,0.0-12.0,47klk0jbxl,control,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot2a'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,1,testing.13,testing,The green circle,moves from red upward.,notAnotB
4250,NA,,html-button-delay-response,13,103124,0.0-13.0,47klk0jbxl,control,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='wug4b'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.12,testing,The green circle,does not move from red upward.,AnotB
6762,NA,,html-button-delay-response,14,110388,0.0-14.0,47klk0jbxl,control,,<div class='container2'><div class='ball'><div class='redline'></div> <div class='dot2'></div> </div><div class = 'ball2'></div></div><button onclick = 'DoAnimation();'>Please click here for animation!</button>,0,testing.6,testing,The green circle,does not move from red upward.,notAB
